ID,MINA,UF,MUNICIPIO,LATITUDE,LONGITUDE,RISCO
10321,CHICO,MT,POCONÉ,-16.246569444444447,-56.65663333333333,Baixa
10322,Mineração Mutuca,MT,NOSSA SENHORA DO LIVRAMENTO,-15.877625,-56.43714444444444,Baixa
10335,Mina do Brumado,MG,SABARÁ,-19.816820833333335,-43.69289166666666,Baixa
10336,MINERAÇÃO MANAH,MT,NOSSA SENHORA DO LIVRAMENTO,-16.00631388888889,-56.33573888888889,Baixa
10342,PM1 MINERAÇÃO,MT,JURUENA,-10.414724444444445,-58.450630555555556,Baixa
10346,DISKBASE,SP,ALAMBARI,-23.57928888888889,-47.82965277777778,Média
10347,DISKBASE,SP,ALAMBARI,-23.581319444444443,-47.83109166666667,Média
10348,Nome da mina não informado,AP,SERRA DO NAVIO,0.8825833333333334,-52.00658333333333,Alta
10349,Nome da mina não informado,AP,SERRA DO NAVIO,0.8737777777777778,-51.998222222222225,Alta
10350,Nome da mina não informado,AP,SERRA DO NAVIO,0.8824722222222222,-52.00244444444444,Alta
10351,Nome da mina não informado,AP,SERRA DO NAVIO,0.87775,-51.98525,Alta
10352,Nome da mina não informado,AP,SERRA DO NAVIO,0.8789444444444445,-51.992472222222226,Alta
10353,Nome da mina não informado,AP,SERRA DO NAVIO,0.8781666666666667,-52.007,Alta
10354,Nome da mina não informado,MT,POCONÉ,-16.027283333333333,-56.51847222222222,Média
10356,Nome da mina não informado,MT,NOSSA SENHORA DO LIVRAMENTO,-15.661883333333334,-56.33473055555556,Baixa
10357,Mineração Santa Cruz,MG,OURO PRETO,-20.432008333333336,-43.67438055555555,Alta
